priority,blocker_type,status_type,code,market,lifecycle_gap_status,target_groups,active_like_rows,release_like_rows,manifest_source,manifest_status,unknown_market_target,suggested_source,required_evidence,collection_status,order_intent_generated,notes
2,release_resume_evidence,managed_issue,245620,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,246250,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,246720,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,258830,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,263050,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,269620,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,276040,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,284620,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,288330,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,294090,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,294140,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,298060,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,309710,UNKNOWN,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,market_data_absent_for_code;release_resume_collection_target
2,release_resume_evidence,managed_issue,313760,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,340930,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,348950,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,352770,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,373790,UNKNOWN,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,market_data_absent_for_code;release_resume_collection_target
2,release_resume_evidence,managed_issue,377030,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,377460,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,380540,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,393970,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,397420,UNKNOWN,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,market_data_absent_for_code;release_resume_collection_target
2,release_resume_evidence,managed_issue,412540,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,418250,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,424460,UNKNOWN,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,market_data_absent_for_code;release_resume_collection_target
2,release_resume_evidence,managed_issue,454180,UNKNOWN,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,market_data_absent_for_code;release_resume_collection_target
2,release_resume_evidence,managed_issue,467930,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,469880,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,managed_issue,489010,UNKNOWN,missing_release_resume_evidence,1,1,0,krx_data_marketplace;kind;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;kind;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,market_data_absent_for_code;release_resume_collection_target
2,release_resume_evidence,market_alert,000890,KOSPI,missing_release_resume_evidence,1,2,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,001210,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,001420,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,002870,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,002990,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,002995,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,007610,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,008290,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,009160,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,012170,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,013360,KOSPI,missing_release_resume_evidence,1,2,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,014990,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,019685,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,026910,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,032860,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,033540,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,034120,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,044480,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,048830,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,053350,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,064290,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,064850,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,065060,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,065170,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,067290,KOSDAQ,missing_release_resume_evidence,1,2,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,067770,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,073190,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,076080,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,077360,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,079650,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,079950,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,085620,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,085810,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,090410,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,091590,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,092590,UNKNOWN,missing_release_resume_evidence,1,2,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,market_data_absent_for_code;release_resume_collection_target
2,release_resume_evidence,market_alert,101730,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,117670,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,119830,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,121440,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,122350,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,123750,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,127120,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,142760,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,147760,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,179900,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,198440,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,200230,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,215480,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,217880,UNKNOWN,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,market_data_absent_for_code;release_resume_collection_target
2,release_resume_evidence,market_alert,221800,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,224060,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,227610,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,228340,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,270520,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,291810,KOSDAQ,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
2,release_resume_evidence,market_alert,317400,KOSPI,missing_release_resume_evidence,1,1,0,krx_data_marketplace;manual_snapshot,requires_filled_manifest,false,krx_data_marketplace;manual_snapshot,"official release/resume, cleared, delisting withdrawal, or other dated inactive-state evidence for this code/status group",pending_release_resume_evidence,false,release_resume_collection_target
